1 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
2 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
3 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
4 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
4 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
4 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
4 , landmark , 3 , 23.8836 , 5.8443 , 0.97759 , 0.091583 , 0.62573
4 , landmark , 4 , 1.0076 , 2.9682 , 33.3915 , -10.9954 , 4.7325
5 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
6 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
7 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
8 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
9 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
10 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
11 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
12 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
13 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
13 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
13 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
13 , landmark , 3 , 23.8885 , 5.8455 , 0.97758 , 0.09164 , 0.6255
13 , landmark , 4 , 1.0092 , 2.9729 , 33.2856 , -10.9595 , 4.7202
14 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
15 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
16 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
17 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
18 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
19 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
20 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
21 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
21 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
21 , landmark , 2 , 12.4334 , -2.7564 , 1.0585 , 0.26392 , 2.1905
21 , landmark , 3 , 23.8741 , 5.8419 , 0.97762 , 0.091472 , 0.62619
21 , landmark , 4 , 1.0108 , 2.9776 , 33.182 , -10.9243 , 4.7083
22 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
23 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
24 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
25 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
26 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
27 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
28 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
29 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
30 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
30 , landmark , 1 , 15.8534 , -12.9528 , 0.94809 , -0.06354 , 0.92223
30 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
30 , landmark , 3 , 23.8789 , 5.8431 , 0.9776 , 0.091529 , 0.62595
30 , landmark , 4 , 1.0108 , 2.9777 , 33.1783 , -10.9231 , 4.7079
31 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
32 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
33 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
34 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
35 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
36 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
37 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
38 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
38 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
38 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
38 , landmark , 3 , 23.8789 , 5.8431 , 0.9776 , 0.091529 , 0.62595
38 , landmark , 4 , 1.0075 , 2.9681 , 33.3934 , -10.9961 , 4.7327
39 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
40 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
41 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
42 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
43 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
44 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
45 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
46 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
47 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
47 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
47 , landmark , 2 , 12.4531 , -2.7608 , 1.0582 , 0.26242 , 2.1837
47 , landmark , 3 , 23.8885 , 5.8455 , 0.97758 , 0.09164 , 0.6255
47 , landmark , 4 , 1.0092 , 2.9729 , 33.2856 , -10.9595 , 4.7202
48 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
49 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
50 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
51 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
52 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
53 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
54 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
55 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
55 , landmark , 1 , 15.8495 , -12.9496 , 0.94826 , -0.063329 , 0.92249
55 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
55 , landmark , 3 , 23.8936 , 5.8467 , 0.97756 , 0.091699 , 0.62526
55 , landmark , 4 , 1.0108 , 2.9777 , 33.1802 , -10.9237 , 4.7081
56 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
57 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
58 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
59 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
60 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
61 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
62 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
63 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
64 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
64 , landmark , 1 , 15.8534 , -12.9528 , 0.94809 , -0.06354 , 0.92223
64 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
64 , landmark , 3 , 23.8885 , 5.8455 , 0.97758 , 0.091641 , 0.62549
64 , landmark , 4 , 1.0108 , 2.9777 , 33.1802 , -10.9237 , 4.7081
65 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
66 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
67 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
68 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
69 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
70 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
71 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
72 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
73 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
73 , landmark , 1 , 15.8574 , -12.956 , 0.94791 , -0.06375 , 0.92197
73 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
73 , landmark , 3 , 23.8837 , 5.8443 , 0.97759 , 0.091584 , 0.62573
73 , landmark , 4 , 1.0108 , 2.9777 , 33.1783 , -10.9231 , 4.7079
74 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
75 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
76 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
77 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
78 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
79 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
80 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
81 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
81 , landmark , 1 , 15.8574 , -12.956 , 0.94791 , -0.06375 , 0.92197
81 , landmark , 2 , 12.4433 , -2.7586 , 1.0583 , 0.26317 , 2.1871
81 , landmark , 3 , 23.8886 , 5.8455 , 0.97758 , 0.091642 , 0.62549
81 , landmark , 4 , 1.0092 , 2.9729 , 33.2856 , -10.9595 , 4.7202
82 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
83 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
84 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
